,Unnamed: 0,MAF_NAME,BLKID,FULLNAME,TLIDs
0,0,Shelf Rd,080130137027009,Shelf Rd,"[188157244, 641337703, 220747813, 641337702, 188206219]"
1,1,Shelf Rd,080130137027005,Shelf Rd,"[641337703, 220747813, 641337702, 188206219, 188157244]"
2,2,Eldorado Rd,080130137025036,Eldorado Rd,[220747838]
3,3,Eldorado Rd,080130137027009,Eldorado Rd,"[220747838, 188188837, 188190508]"
4,4,Pinecliffe Rd,080130137023038,Pinecliffe Rd,[188198569]
5,5,Pinecliffe Rd,080130137023036,Pinecliffe Rd,"[188198569, 220747866]"
6,6,Crescent Lake Rd,080130137024023,Crescent Lake Rd,"[188205753, 188204031, 188205754, 188205753, 188204031, 188205754]"
7,7,9th St,080130137027039,9th St,[188157237]
8,8,9th St,080130137027040,9th St,[188157237]
9,9,Eldorado Ave,080130137027040,Eldorado Ave,[188157240]
10,10,Peak To Peak Hwy,080130137014107,Peak To Peak Hwy,"[637925783, 637925699, 220761319]"
11,11,Peak To Peak Hwy,080130137014083,Peak To Peak Hwy,"[220761319, 637925783, 637910895, 637910956, 637926189, 637925404, 637926186, 642890475, 637910917, 637925699]"
12,12,Peak To Peak Hwy,080130137014092,Peak To Peak Hwy,"[637910895, 637910956, 637926189, 637926186, 637910917]"
13,13,Chief St,080130137014080,Chief St,"[639807949, 639807949]"
14,14,Switzerland Trl,080130137014109,Switzerland Trl,"[220751312, 188188940, 188217756, 220751313, 220751311, 188217747, 188188940]"
15,15,California Gulch Rd,080130137014092,California Gulch Rd,"[188217721, 220751309, 188217719, 188217717, 188178143, 188185261, 188185260, 188217721, 639814400, 220751309, 188217719, 220751308, 188217717, 188178143, 188185261, 188185260]"
16,16,Utica St,080130137014116,Utica St,"[220751893, 220752303]"
17,17,Utica St,080130137014072,Utica St,[220751893]
18,18,Nelson St,080130137014098,Nelson St,[188178333]
19,19,Nelson St,080130137014081,Nelson St,[188178333]
20,20,Gold Lake Rd,080130137014057,Gold Lake Rd,"[188220816, 220759355, 188220786, 188220785, 188220815]"
21,21,Gold Lake Rd,080130137014053,Gold Lake Rd,"[188220816, 220759355, 642890043, 188220815]"
22,22,S Rollinsville St,080130137025014,S Rollinsville St,[188157669]
23,23,S Rollinsville St,080130137025016,S Rollinsville St,[188157669]
24,24,Logan Mill Rd,080130137021010,Logan Mill Rd,[188158288]
25,25,Logan Mill Rd,080130137021000,Logan Mill Rd,[188158288]
26,26,Crisman,080130137021010,Crisman,"[188177896, 188177897, 188177896, 188177897]"
27,27,5th St,080130137027054,5th St,[188157437]
28,28,5th St,080130137027052,5th St,[188157437]
29,29,Switzerland Trl,080130137014122,Switzerland Trl,"[188158076, 220750436, 631034099, 629302831, 188214988, 631034100, 220750437, 629302830]"
30,30,Switzerland Trl,080130137021032,Switzerland Trl,[188158076]
31,31,Switzerland Trl,080130137021002,Switzerland Trl,"[220750436, 188158042, 188217745, 188214999, 188215001, 629302831, 188214988, 188188440, 188217746, 188188931, 220750437, 188215002, 188214999, 188215001, 188215002]"
32,32,Cold Springs Dr,080130137027024,Cold Springs Dr,[188157513]
33,33,Cold Springs Dr,080130137022031,Cold Springs Dr,"[188157513, 188209147, 188209148]"
34,34,Hummer Dr,080130137022030,Hummer Dr,[188157521]
35,35,Cold Springs Dr,080130137022030,Cold Springs Dr,[220748591]
36,36,Cold Springs Dr,080130137022020,Cold Springs Dr,"[220748591, 188209147, 188209148]"
37,37,W 1st St,080130137027028,W 1st St,"[188205469, 188157582, 188157578]"
38,38,W 1st St,080130137026039,W 1st St,"[188157582, 188157584]"
39,39,Stinky Gulch Rd,080130137026015,Stinky Gulch Rd,"[640662277, 640662276]"
40,40,Stinky Gulch Rd,080130137026016,Stinky Gulch Rd,"[640662277, 640662276]"
41,41,Peak To Peak Hwy,080130137026013,Peak To Peak Hwy,"[188157568, 188207356, 188169958, 188207355]"
42,42,Peak To Peak Hwy,080130137026030,Peak To Peak Hwy,"[188157568, 639808183]"
43,43,Sundance Cir,080130137026009,Sundance Cir,"[642890250, 188207378]"
44,44,Sundance Cir,080130137026006,Sundance Cir,[642890250]
45,45,Sundance Cir,080130137026010,Sundance Cir,[188207378]
46,46,W 3rd St,080130137026034,W 3rd St,"[634689737, 188157555, 634689736]"
47,47,W 3rd St,080130137026031,W 3rd St,"[634689737, 188157569, 634689736]"
48,48,Peak To Peak Hwy,080130137026040,Peak To Peak Hwy,[188157575]
49,49,Peak To Peak Hwy,080130137026034,Peak To Peak Hwy,"[188157575, 220748102, 188157556]"
50,50,E 1st St,080130137026051,E 1st St,"[188157647, 188157623]"
51,51,E 1st St,080130137026050,E 1st St,[188157647]
52,52,Boulder Canyon Dr,080130137026038,Boulder Canyon Dr,"[642890033, 637929515, 642890223, 637929386, 637929346]"
53,53,Boulder Canyon Dr,080130137026016,Boulder Canyon Dr,"[642890033, 642890223, 637929386, 637929346]"
54,54,Boulder Canyon Dr,080130137022054,Boulder Canyon Dr,"[637929515, 637929837]"
55,55,W Pine St,080130137025005,W Pine St,"[188157676, 188157672]"
56,56,W Pine St,080130137025038,W Pine St,[188157676]
57,57,W Spring St,080130137025007,W Spring St,[188157695]
58,58,W Spring St,080130137025022,W Spring St,[188157695]
59,59,Ponderosa Dr,080130137025004,Ponderosa Dr,"[220747425, 188157795, 220747425]"
60,60,Ponderosa Dr,080130137025001,Ponderosa Dr,"[188157795, 188157797]"
61,61,Coal Creek Canyon Dr,080130137023034,Coal Creek Canyon Dr,"[642890254, 638050096, 638050262, 188227544, 220747864, 220747865, 632631824, 638050095]"
62,62,Coal Creek Canyon Dr,080130137022046,Coal Creek Canyon Dr,"[642890254, 638050096, 188200515, 642890051, 637923423, 188206361, 220747862]"
63,63,N Foothills Hwy,080130137011030,N Foothills Hwy,"[220759385, 643461015, 643461183, 629302390, 643461184, 220759383, 220759178]"
64,64,N Foothills Hwy,080130127012102,N Foothills Hwy,"[643461015, 644264393, 220752346, 643461016, 220759388]"
65,65,James Canyon Dr,080130137014028,James Canyon Dr,"[188188484, 627446051, 627445799, 627446052, 188188482, 188203745, 188221511]"
66,66,James Canyon Dr,080130136021086,James Canyon Dr,"[188188484, 627446051, 627445799, 627446052, 188203698, 188188482, 188238159, 188203745, 188203738, 188203771, 188221511, 220752493]"
67,67,Wild Turkey Trl,080130137021001,Wild Turkey Trl,"[188198353, 188177875, 188198353, 188177875]"
68,68,Puma Walk,080130137021001,Puma Walk,"[637355114, 637355113, 637355114, 637355113]"
69,69,Dime Rd,080130137021001,Dime Rd,"[647467345, 637355120, 637355119, 637355135, 628060888, 635596967, 647467345, 637355120, 637355119, 637355135, 628060888, 635596967]"
70,70,Sugarloaf Rd,080130137022008,Sugarloaf Rd,"[188188988, 188177729, 188184778, 188181652, 188175526, 639032814, 188188989]"
71,71,Sugarloaf Rd,080130137021027,Sugarloaf Rd,[188188988]
72,72,Poorman Rd,080130137013024,Poorman Rd,[188217904]
73,73,Poorman Rd,080130137013033,Poorman Rd,"[188217904, 631034213]"
74,74,Thunder Ridge Rd S,080130137022026,Thunder Ridge Rd S,"[188158121, 220748600]"
75,75,Thunder Ridge Rd S,080130137022027,Thunder Ridge Rd S,"[188158121, 220748601]"
76,76,Ridge Rd,080130137022026,Ridge Rd,"[188185350, 220748602]"
77,77,Ridge Rd,080130137022025,Ridge Rd,"[220748602, 220748597, 220748599, 220748598, 188158123, 188158060, 188158060]"
78,78,Sawdo Rd,080130137023025,Sawdo Rd,"[188198577, 188198577]"
79,79,Steamcrest Dr,080130137011000,Steamcrest Dr,[188174416]
80,80,Steamcrest Dr,080130137011001,Steamcrest Dr,[188174416]
81,81,Lefthand Canyon Dr,080130137011018,Lefthand Canyon Dr,"[220752495, 188158241, 220752499]"
82,82,Lefthand Canyon Dr,080130137014018,Lefthand Canyon Dr,"[220752495, 188236449, 188178067, 188236450, 188220833, 220759366, 188178068, 188220827, 220752499, 188236443, 188236447, 188158026, 220752314, 188188879, 188188436]"
83,83,Arroyo Chico Rd,080130137013047,Arroyo Chico Rd,"[628065737, 628066433, 635596138, 627585363, 627585364, 635596912]"
84,84,Arroyo Chico Rd,080130137013046,Arroyo Chico Rd,"[635596138, 635596912]"
85,85,Fourmile Canyon Dr,080130137013033,Fourmile Canyon Dr,"[188215113, 627563161, 188215120, 627563160]"
86,86,N Foothills Hwy,080130137011031,N Foothills Hwy,"[220752511, 188180135]"
87,87,Linden Dr,080130137012009,Linden Dr,"[188217950, 188217949, 188158474, 627560332, 628060011, 628057549, 188158465, 627560428, 628060012, 628057548]"
88,88,Linden Dr,080130137011087,Linden Dr,"[627560332, 628057549, 628057548]"
89,89,Linden Dr,080130137012001,Linden Dr,"[628060011, 627560428, 628060012, 188218057, 188175582, 188178365, 220751397, 188158518, 188218033, 639028306, 220751364, 188217954, 188218059, 220751389]"
90,90,Sky Trail Rd,080130137011078,Sky Trail Rd,[188158311]
91,91,Sky Trail Rd,080130137011077,Sky Trail Rd,"[188158311, 188175543, 188204814, 188175543, 188204814]"
92,92,Lefthand Canyon Dr,080130137011086,Lefthand Canyon Dr,"[627308629, 627308628]"
93,93,Lefthand Canyon Dr,080130136011138,Lefthand Canyon Dr,"[627308629, 220759492, 188238230, 220752720, 188238233, 220752718, 627308628, 188238234]"
94,94,Olde Stage Rd,080130137011026,Olde Stage Rd,"[188180126, 220759499, 188205590]"
95,95,Olde Stage Rd,080130137011029,Olde Stage Rd,"[188180126, 188193446, 627665147, 627665146, 220759499, 188205590, 627665120, 188193445]"
96,96,10th St,080130137011061,10th St,[188186616]
97,97,10th St,080130137011058,10th St,"[188186616, 188195925]"
98,98,Front Range Ave,080130137011061,Front Range Ave,[188186621]
99,99,Front Range Ave,080130137011057,Front Range Ave,[188186621]
100,100,Nelson St,080130137014097,Nelson St,"[188175431, 220752301]"
101,101,Lower West 4th St,080130137026031,Lower West 4th St,"[188188084, 188188084]"
102,102,Coal Creek Canyon Dr,080130137023040,Coal Creek Canyon Dr,[188200515]
103,103,Overland Rd,080130137014041,Overland Rd,[220752698]
104,104,Main St,080130137014120,Main St,"[188157948, 188157940, 188157947, 220759597, 188222207]"
105,105,Main St,080130137014029,Main St,"[188157948, 220759597, 188157960, 188222207]"
106,106,Sugarloaf Mountain Rd,080130137021034,Sugarloaf Mountain Rd,"[188199202, 188187807]"
107,107,Sugarloaf Mountain Rd,080130137021032,Sugarloaf Mountain Rd,"[188199202, 188187807, 188177757]"
108,108,Big Jack Ct,080130137022033,Big Jack Ct,"[188180787, 188180787]"
109,109,Hummer Dr,080130137022033,Hummer Dr,"[188157518, 188157520, 188157516, 188157518, 188157520, 188157516]"
110,110,Wild Tiger Rd,080130137021035,Wild Tiger Rd,[188177852]
111,111,Wild Tiger Rd,080130137021027,Wild Tiger Rd,[188177852]
112,112,Fourmile Canyon Dr,080130137021004,Fourmile Canyon Dr,"[220755881, 188234687, 220755881, 188234687, 188184767, 188217763]"
113,113,Mountain Pines Rd,080130137021027,Mountain Pines Rd,"[188177849, 188177858, 188215041, 188215042, 188177856, 188187829, 188187828]"
114,114,Mountain Pines Rd,080130137021013,Mountain Pines Rd,[188177849]
115,115,Overland Rd,080130137014010,Overland Rd,"[188222097, 188222114, 220759586, 188222113]"
116,116,Overland Rd,080130136021091,Overland Rd,"[188222097, 220759586]"
117,117,Nugget Hill Rd,080130137014020,Nugget Hill Rd,"[220760607, 188197926, 188197924, 220752318, 188197925, 188236454, 220760607, 631034322, 188197926, 631034323, 188197924, 220752318, 188197925, 188236454, 220760606]"
118,118,Switzerland Trl,080130137014121,Switzerland Trl,[188158042]
119,119,California Gulch Rd,080130137014093,California Gulch Rd,"[639814400, 642890239, 220751308, 642890239]"
120,120,Old Sunshine Trl,080130137013041,Old Sunshine Trl,"[627585434, 627585423, 627585433]"
121,121,Valley View Way,080130137012001,Valley View Way,"[188193452, 188193451, 188193452, 188193451]"
122,122,N Cedar Brook Rd,080130137012001,N Cedar Brook Rd,"[188217972, 647467386, 645813613, 220751948, 188217971, 642890226, 645813614, 188217972, 647467386, 645813613, 220751948, 188217971, 642890226, 645813614]"
123,123,Ridge Dr,080130137012001,Ridge Dr,"[188180812, 188180812]"
124,124,Meadowlook Way,080130137012001,Meadowlook Way,"[220747659, 188200092, 220747659, 188200092]"
125,125,Thunderhead Dr,080130137011003,Thunderhead Dr,"[188238222, 188204925, 188184791, 220752717, 188238222, 188204925, 188184791, 220752717]"
126,126,N Foothills Hwy,080130137011029,N Foothills Hwy,"[188237408, 644264393, 220752346, 643461016, 188237420, 220759388, 220760612, 188220921, 220760611, 220752347]"
127,127,N Foothills Hwy,080130127012013,N Foothills Hwy,"[220752511, 188237408, 188237420, 220760612, 188220921, 220760611]"
128,128,Peak To Peak Hwy,080130137027010,Peak To Peak Hwy,[188157744]
129,129,Peak To Peak Hwy,080130137022053,Peak To Peak Hwy,"[188157744, 638710099, 220747856, 188157850, 635596120]"
130,130,Seaver Dr,080130137024004,Seaver Dr,"[188198516, 188198516]"
131,131,Sunshine Canyon Dr,080130137013023,Sunshine Canyon Dr,"[188159020, 220750458, 645995671, 630117704, 628060267, 628056881, 628056882, 628066761, 188215168, 634653410, 647475388, 628057011, 627665197, 648390572, 627665168, 642890240, 630293650, 628058361, 631034216, 627586576, 628057012, 627665167, 188217965, 630293649, 645995670, 630117703, 628058362, 648390573]"
132,132,Sunshine Canyon Dr,080130137013026,Sunshine Canyon Dr,"[220750458, 188215168]"
133,133,Mountain View Rd,080130137023018,Mountain View Rd,[188158982]
134,134,Mountain View Rd,080130137023017,Mountain View Rd,[188158982]
135,135,Lakeshore Dr,080130137023018,Lakeshore Dr,[188158983]
136,136,Lakeshore Dr,080130137023015,Lakeshore Dr,"[188158983, 188158986, 188177572, 188158978, 188158981, 188177573]"
137,137,Boulder Canyon Dr,080130137023002,Boulder Canyon Dr,"[638125370, 637928574, 220749575, 188212445]"
138,138,Boulder Canyon Dr,080130137021017,Boulder Canyon Dr,"[638125370, 637928574, 642890037, 220749575, 220749568, 637928412, 188177643, 188212445, 188158936, 220749574, 220749569]"
139,139,Glendale Gulch Rd,080130137011067,Glendale Gulch Rd,"[188188882, 188188881]"
140,140,Glendale Gulch Rd,080130137013000,Glendale Gulch Rd,"[188188882, 188188881]"
141,141,Overland Rd,080130137014047,Overland Rd,[612223195]
142,142,Overland Rd,080130137014043,Overland Rd,"[612223195, 612439232, 612223194, 188203709]"
143,143,Gillespie Spr,080130137014036,Gillespie Spr,"[612437365, 639813176, 612437371]"
144,144,Gillespie Spr,080130137014023,Gillespie Spr,"[612437371, 639813176]"
145,145,Coal Creek Canyon Dr,080130137022048,Coal Creek Canyon Dr,[642890051]
146,146,Coal Creek Canyon Dr,080130137023033,Coal Creek Canyon Dr,"[632715689, 639808021, 638050291, 645519799, 632715689, 638050291, 645519799]"
147,147,4th of July Rd,080130137027005,4th of July Rd,"[188209103, 220748565, 188209104, 220748564, 188209103, 220748565, 188209104, 220748564]"
148,148,Sky View Dr N,080130137022062,Sky View Dr N,"[646833761, 646833755, 646833760]"
149,149,Sky View Dr N,080130137022034,Sky View Dr N,"[646833761, 188157773, 646833755, 647461932, 646833760]"
150,150,Rollins Pass Rd,080130137027021,Rollins Pass Rd,[220747808]
151,151,Rollins Pass Rd,080130137027005,Rollins Pass Rd,"[220747808, 188206199, 617209529, 188206198, 617209530]"
152,152,Gold Run Rd,080130137014109,Gold Run Rd,"[188219561, 188219559, 188219562, 188219560, 220751914, 188198325, 188198324]"
153,153,Gold Run Rd,080130137013009,Gold Run Rd,"[188219561, 188235294, 188219541, 188235291, 188219559, 188219562, 188219560, 220760527, 188198325, 188198324, 188219555, 188235288]"
154,154,Coal Creek Canyon Dr,080130137022047,Coal Creek Canyon Dr,[637923423]
155,155,Aspen Dr,080130137024010,Aspen Dr,"[188204025, 188160505, 220747172, 188177544, 188204025, 188160505, 220747172]"
156,156,Ronnie Rd,080130137024010,Ronnie Rd,"[617214184, 617214183]"
157,157,Coal Creek Canyon Dr,080130137024025,Coal Creek Canyon Dr,"[638710231, 637923294]"
158,158,Coal Creek Canyon Dr,080130137024021,Coal Creek Canyon Dr,"[638710231, 188187576, 188187575, 188177519, 188175667, 188160539]"
159,159,Elliot Ln,080130137024035,Elliot Ln,"[188160487, 188160484]"
160,160,Elliot Ln,080130137024031,Elliot Ln,[188160487]
161,161,Rudi Ln,080130137024027,Rudi Ln,"[220763168, 220763166]"
162,162,Rudi Ln,080130137024019,Rudi Ln,"[220763166, 220763167]"
163,163,Coal Creek Canyon Dr,080130137024026,Coal Creek Canyon Dr,[637923294]
164,164,Gross Dam Rd,080130137024006,Gross Dam Rd,"[188198428, 188198427, 188206510, 220747895, 188198499, 220747896]"
165,165,Gross Dam Rd,080130137024000,Gross Dam Rd,"[188198428, 188198427, 188206510, 220747895, 188198499, 220747894, 220747896]"
166,166,Eldorado Ave,080130137027051,Eldorado Ave,[188157425]
167,167,Coal Creek Canyon Dr,080130137024020,Coal Creek Canyon Dr,"[188187576, 188187575, 188177519, 188175667, 637904870, 637904869]"
168,168,Lost Angel Rd,080130137022003,Lost Angel Rd,"[188215050, 188215049, 188215047]"
169,169,Modoc St,080130137014075,Modoc St,[188157373]
170,170,Modoc St,080130137014077,Modoc St,[188157373]
171,171,Glendale Gulch Rd,080130137011080,Glendale Gulch Rd,"[188172530, 188178421]"
172,172,Olde Stage Rd,080130137011014,Olde Stage Rd,"[220759500, 220752510]"
173,173,Eldora Rd,080130137027013,Eldora Rd,"[634194593, 220748104, 188207357]"
174,174,Eldorado Ave,080130137027047,Eldorado Ave,"[188157451, 188157448]"
175,175,Eldorado Ave,080130137027052,Eldorado Ave,[188157448]
176,176,Skyline Dr,080130137024014,Skyline Dr,[188227316]
177,177,Porter Ranch Rd,080130137022037,Porter Ranch Rd,"[188212370, 188198463, 188212369, 188198472, 188209265, 220748615, 188209266, 188212370, 188198463, 188212369, 188209265, 220748615, 188209266]"
178,178,Lower W 4th St,080130137026032,Lower W 4th St,"[188227912, 188227911]"
179,179,Lower W 4th St,080130137026031,Lower W 4th St,"[188227912, 634591689, 188227911, 634591689]"
180,180,Eldora Ave,080130137027044,Eldora Ave,"[188188814, 188188815, 220747832]"
181,181,Eldora Ave,080130137027047,Eldora Ave,"[188188814, 188188815, 220747832]"
182,182,Co Rd 128W,080130137026001,Co Rd 128W,"[637976350, 637976349]"
183,183,Co Rd 128W,080130137026014,Co Rd 128W,"[637976350, 637976349]"
184,184,Lakeview Dr,080130137025010,Lakeview Dr,[188177487]
185,185,Wild Horse Cir,080130137011090,Wild Horse Cir,"[188178440, 220759132, 220751932, 188178428]"
186,186,Wild Horse Cir,080130137011087,Wild Horse Cir,"[220751932, 188178432, 188178428, 188175555]"
187,187,Balsam Ln,080130137011090,Balsam Ln,"[188158348, 188158476]"
188,188,Balsam Ln,080130137012008,Balsam Ln,"[188158348, 188158476]"
189,189,Rudi Ln,080130137024033,Rudi Ln,[188160490]
190,190,Rudi Ln,080130137024034,Rudi Ln,"[188160490, 188160515]"
191,191,Co Rd 128W,080130137027025,Co Rd 128W,"[188157459, 188157464, 188157459]"
192,192,6th St,080130137027051,6th St,[188177438]
193,193,6th St,080130137027052,6th St,[188177438]
194,194,Horseshoe Pl,080130137026017,Horseshoe Pl,"[188207433, 188207434]"
195,195,Horseshoe Pl,080130137026016,Horseshoe Pl,"[188207433, 188207434]"
196,196,W Breed St,080130137025017,W Breed St,[188180792]
197,197,W Breed St,080130137025014,W Breed St,"[188180792, 188157663]"
198,198,Co Rd 128J,080130137027005,Co Rd 128J,"[188230621, 188230802, 188230080, 188230619, 188229421, 188230621, 188230802, 188230080, 188228867, 188230619, 188228864, 188229421]"
199,199,Brainard Lake Rd,080130137014064,Brainard Lake Rd,"[647455222, 188157253, 639814407, 188236384, 220759351]"
200,200,Brainard Lake Rd,080130137014086,Brainard Lake Rd,"[188157253, 220752282]"
201,201,Spring Gulch Rd,080130137014067,Spring Gulch Rd,"[220752315, 220752299, 188220778, 220752315]"
202,202,Lefthand Canyon Dr,080130137014070,Lefthand Canyon Dr,"[188236449, 188236450, 188236447]"
203,203,Lee Hill Dr,080130137011068,Lee Hill Dr,"[188178386, 627665155, 188158252, 220752497, 188236462, 220752327, 627665154]"
204,204,Lee Hill Dr,080130137011019,Lee Hill Dr,"[188178386, 627665155, 188158252, 220752497, 188220880, 188236492, 188158257, 642890617, 188236462, 188158253, 220752327, 627665154, 220752334, 220759381]"
205,205,Deer Trail Rd,080130137011068,Deer Trail Rd,"[188158315, 188158302, 220759376, 188158298, 188158299, 188158271, 188158274, 188158275, 220752329, 188158254]"
206,206,Deer Trail Rd,080130137011069,Deer Trail Rd,"[188158315, 188158302, 220752329, 188158254]"
207,207,Tall Pine Ln,080130137011068,Tall Pine Ln,"[220752326, 188236464, 220752326, 188236464]"
208,208,N Foothills Hwy,080130127012112,N Foothills Hwy,"[643461183, 643461184]"
209,209,FS Rd 505,080130137027005,FS Rd 505,"[188231418, 220755396, 188231421, 188231418]"
210,210,FS Rd 505,080130137027022,FS Rd 505,[220755396]
211,211,Eldora Rd,080130137027005,Eldora Rd,"[640373449, 640373450, 188169057]"
212,212,Eldora Rd,080130137025035,Eldora Rd,[188169057]
213,213,Peak To Peak Hwy,080130137027005,Peak To Peak Hwy,"[642890050, 188157746, 640616851, 637914730, 640294240, 637914671, 640294239]"
214,214,Peak To Peak Hwy,080130137025029,Peak To Peak Hwy,[642890050]
215,215,Coughlin Meadows Rd,080130137021037,Coughlin Meadows Rd,"[188187283, 188187282, 188212316, 220749546, 188187283, 188187282, 188212316, 220749546]"
216,216,Ridge Rd,080130137022027,Ridge Rd,"[188198638, 188201448, 188198638, 220747639, 220748597, 220748598, 188158123]"
217,217,Co Rd 100J,080130137014001,Co Rd 100J,"[188178004, 220752486, 188178014, 220752491, 188177996, 220752479, 642890479, 188178004, 220752486, 188178014, 188178015, 220752491, 188177996, 220752479, 642890479]"
218,218,Hard Way Rd,080130137014001,Hard Way Rd,"[220752490, 220752487, 630084196, 220752489, 188178010, 220752490, 220752487, 630084196, 220752489, 188178010]"
219,219,Bigbee High Rd,080130137014001,Bigbee High Rd,"[627308717, 635877104, 627308717, 635877104]"
220,220,Rembrandt Dr,080130137011023,Rembrandt Dr,"[627665081, 627665080]"
221,221,Rembrandt Dr,080130137011014,Rembrandt Dr,"[627665081, 627665069, 220756619, 627665070, 627665080, 220756619]"
222,222,Point of Pines Dr,080130137011029,Point of Pines Dr,"[188219643, 188219644, 188219643, 188219644]"
223,223,Primos Rd,080130137021037,Primos Rd,"[188212333, 188215003, 188187737, 188212338, 188212337, 188212327, 188215004, 188212335, 188212329, 188212331, 188212333, 188215003, 188187737, 188158049, 188212338, 188212337, 188212327, 188215004, 188212335, 188212329, 188212331]"
224,224,Sugarloaf Rd,080130137021040,Sugarloaf Rd,"[637923758, 188187291, 188187681, 629302825, 188187680]"
225,225,Sugarloaf Rd,080130137022020,Sugarloaf Rd,"[637923758, 188187291, 188187681, 188198399, 629302825, 188187680, 629302826, 188212323, 220749548, 220749547, 188187286, 188212340, 188181646, 188212339]"
226,226,Millionaire Dr E,080130137022001,Millionaire Dr E,"[188215110, 220747585, 188215107, 188215109]"
227,227,Millionaire Dr E,080130137022044,Millionaire Dr E,"[188215110, 220747585, 188215107, 188215109]"
228,228,Fourmile Canyon Dr,080130137021015,Fourmile Canyon Dr,"[188205485, 188215113, 627563161, 635596111, 188215120, 627585127, 627563160, 628060485, 642890242]"
229,229,Overland Rd,080130137014011,Overland Rd,"[639807982, 188222163, 188238086, 627444553]"
230,230,Overland Rd,080130137014034,Overland Rd,[639807982]
231,231,Middle Fork Rd,080130137011003,Middle Fork Rd,"[188222269, 188178409, 220752726, 188222270, 220759608, 188175561, 188222304, 188222618, 188222269, 188178409, 188222617, 220752726, 188222270, 220759608, 188175561, 188222304, 188238269, 188222618]"
232,232,Dakota Blvd,080130137011040,Dakota Blvd,[220757319]
233,233,Dakota Blvd,080130137011044,Dakota Blvd,[220757319]
234,234,Lefthand Canyon Dr,080130137011001,Lefthand Canyon Dr,"[220752819, 188238693, 639814933, 220759661]"
235,235,Lefthand Canyon Dr,080130136011140,Lefthand Canyon Dr,"[220752819, 639814933]"
236,236,Denver St,080130137011094,Denver St,[188244950]
237,237,Denver St,080130137011095,Denver St,[188244950]
238,238,Magnolia Dr,080130137023004,Magnolia Dr,"[645637149, 642890780, 188198459, 645637148, 645637150, 647471685, 188212426, 188188945, 220748617, 220748618, 220748613, 645637149, 646259648, 646259649, 220749565, 645637148, 645637150, 645637128, 188175536, 647461606, 188185329, 220748612, 188209256, 647471685, 188209255]"
239,239,Magnolia Dr,080130137022045,Magnolia Dr,"[188188945, 220748617, 220748618, 220749565, 642890780, 188198459, 188212426]"
240,240,Lykins Ave,080130137011064,Lykins Ave,[220751995]
241,241,Lykins Ave,080130137011050,Lykins Ave,[220751995]
242,242,Sundown Trl,080130137026006,Sundown Trl,"[634582948, 634582959, 188177392, 188188902, 634582948, 634582959]"
243,243,W 4th St,080130137026031,W 4th St,[188207354]
244,244,W 4th St,080130137026030,W 4th St,"[188207354, 188207353]"
245,245,Shoshoni Way,080130137026006,Shoshoni Way,"[637346191, 637346183, 637346190, 637346191, 637346183, 637346190]"
246,246,Co Rd 128N,080130137026003,Co Rd 128N,"[644206602, 643233467, 643233463]"
247,247,Co Rd 128N,080130137026004,Co Rd 128N,"[644206602, 643233467, 643233463]"
248,248,Big Springs Dr,080130137025004,Big Springs Dr,"[188157709, 188207416, 188169965, 642890252, 188169963, 188207415]"
249,249,Big Springs Dr,080130137025013,Big Springs Dr,[188157709]
250,250,Ridge View Way,080130137026011,Ridge View Way,[624862542]
251,251,Ridge View Way,080130137026006,Ridge View Way,"[624862542, 624862543, 624862543]"
252,252,Caribou Ridge Dr,080130137026011,Caribou Ridge Dr,"[635354046, 624862396, 635354047]"
253,253,Pinecliff Trl,080130137025001,Pinecliff Trl,[188157794]
254,254,Pinecliff Trl,080130137025002,Pinecliff Trl,[188157794]
255,255,Co Rd 68,080130137023014,Co Rd 68,"[220748146, 220748145, 220748144]"
256,256,Co Rd 68,080130137023004,Co Rd 68,"[220748146, 188158153, 220748145, 188207520, 188207519, 188207533, 188177659, 220748144]"
257,257,Lakeshore Park Rd,080130137023015,Lakeshore Park Rd,"[188158985, 188158985]"
258,258,Switzerland Trl,080130137014108,Switzerland Trl,"[188217745, 188217746]"
259,259,Fourmile Canyon Dr,080130137014109,Fourmile Canyon Dr,"[220751310, 188217734, 188184767, 188217773, 188217814, 188217763, 631034202, 188217774, 188217771, 188217809, 188217807, 188158040, 188217769, 631034201, 220751319, 188217733, 188217813, 188204606, 188217765, 188177817, 188217767, 188217811, 640616855]"
260,260,Logan Mill Rd,080130137021008,Logan Mill Rd,"[188217867, 220755883, 220747555, 188175546, 188217868]"
261,261,Logan Mill Rd,080130137021001,Logan Mill Rd,"[188217867, 220755883, 220747555, 188177893, 188175546, 188217868]"
262,262,S 7th St,080130137027009,S 7th St,"[220747824, 220747824]"
263,263,Coal Creek Canyon Rd,080130137022050,Coal Creek Canyon Rd,"[188206341, 637914467, 637914666, 637914615, 188206343, 637914469]"
264,264,Coal Creek Canyon Rd,080130137022046,Coal Creek Canyon Rd,"[188206341, 637914467, 637914666, 637914615, 188206343, 617250041, 637914469]"
265,265,Fourmile Canyon Rd,080130137021015,Fourmile Canyon Rd,"[628061815, 629302882, 629302881, 628062897, 635596944, 220751333]"
266,266,Fourmile Canyon Rd,080130137013030,Fourmile Canyon Rd,"[628061815, 629302882, 635596944]"
267,267,Fourmile Canyon Rd,080130137013028,Fourmile Canyon Rd,"[629302881, 628062897]"
268,268,Fir Ln,080130137012004,Fir Ln,[220751399]
